season,qb_name,dropbacks,epa,epa_per_db,ints,sacks,air_yards,comp,att,yac,int_rate,sack_rate,ay_per_att,yac_per_comp,team,db_x,team_dropbacks,team_sacks,team_sack_rate_allowed,team_yac,team_completions,team_yac_per_comp,db_y,no_huddle_plays,team_no_huddle_rate,next_epa_per_db,seasons_seen
2018,A.Dalton,396,25.488327,0.06436446,11,21,2947.0,226.0,384,1142.0,0.027777777777777776,0.05303030303030303,7.674479166666667,5.0530972,CIN,396,603,37,0.06135986733001658,1648.0,331.0,4.978852,603,20,0.03316749585406302,-0.032146405,1
2019,A.Dalton,570,-18.323452,-0.032146405,14,37,4278.0,314.0,560,1547.0,0.02456140350877193,0.06491228070175438,7.639285714285714,4.9267516,CIN,570,675,48,0.07111111111111111,1753.0,356.0,4.924157,675,29,0.04296296296296296,-0.02319679,2
2020,A.Dalton,372,-8.629206,-0.02319679,8,24,2289.0,216.0,357,1043.0,0.021505376344086023,0.06451612903225806,6.411764705882353,4.828704,DAL,372,708,44,0.062146892655367235,2060.0,413.0,4.9878936,708,126,0.17796610169491525,-0.10346177,3
2021,A.Dalton,268,-27.727755,-0.10346177,9,18,1642.0,149.0,256,752.0,0.033582089552238806,0.06716417910447761,6.4140625,5.04698,CHI,268,659,58,0.08801213960546282,1600.0,332.0,4.8192773,659,80,0.12139605462822459,0.018560724,4
2022,A.Dalton,415,7.7027006,0.018560724,9,25,2981.0,252.0,404,1318.0,0.021686746987951807,0.060240963855421686,7.378712871287129,5.230159,NO,415,564,38,0.0673758865248227,1622.0,338.0,4.7988167,564,59,0.10460992907801418,-0.14934948,5
2024,A.Dalton,174,-25.986809,-0.14934948,6,7,1062.0,106.0,168,459.0,0.034482758620689655,0.040229885057471264,6.321428571428571,4.3301888,CAR,174,628,36,0.05732484076433121,1431.0,341.0,4.1964808,628,57,0.09076433121019108,,6
2018,A.Luck,679,96.19278,0.1416683,15,18,4770.0,430.0,658,1975.0,0.022091310751104567,0.026509572901325478,7.249240121580547,4.5930233,IND,679,684,18,0.02631578947368421,1976.0,432.0,4.5740743,684,91,0.13304093567251463,,1
2023,A.O'Connell,367,-22.13713,-0.06031916,7,24,2561.0,213.0,367,1058.0,0.01907356948228883,0.0653950953678474,6.978201634877384,4.9671364,LV,367,606,40,0.066006600660066,1606.0,348.0,4.6149426,606,46,0.07590759075907591,0.019702462,1
2024,A.O'Connell,257,5.063533,0.019702462,4,10,1921.0,154.0,254,731.0,0.01556420233463035,0.038910505836575876,7.562992125984252,4.746753,LV,257,703,50,0.07112375533428165,2061.0,410.0,5.0268292,703,94,0.1337126600284495,,2
2024,A.Richardson,298,-34.954926,-0.11729841,12,14,3224.0,126.0,277,776.0,0.040268456375838924,0.04697986577181208,11.63898916967509,6.15873,IND,298,569,32,0.056239015817223195,1457.0,289.0,5.0415225,569,67,0.11775043936731107,,1
2018,A.Rodgers,680,76.73986,0.11285274,2,49,5241.0,372.0,647,2134.0,0.0029411764705882353,0.07205882352941176,8.10046367851623,5.736559,GB,680,730,53,0.07260273972602739,2197.0,392.0,5.604592,730,84,0.11506849315068493,0.09774468,1
2019,A.Rodgers,632,61.77464,0.09774468,4,36,5006.0,353.0,606,2020.0,0.006329113924050633,0.056962025316455694,8.26072607260726,5.7223797,GB,632,636,36,0.05660377358490566,2034.0,356.0,5.7134833,636,27,0.04245283018867924,0.34095463,2
2020,A.Rodgers,567,193.32127,0.34095463,5,20,4135.0,372.0,543,2248.0,0.008818342151675485,0.03527336860670194,7.615101289134438,6.0430107,GB,567,568,21,0.03697183098591549,2248.0,372.0,6.0430107,568,21,0.03697183098591549,0.3136429,3
2021,A.Rodgers,295,92.52465,0.3136429,1,13,1977.0,193.0,287,1196.0,0.003389830508474576,0.04406779661016949,6.888501742160279,6.1968913,GB,295,647,33,0.05100463678516229,2410.0,402.0,5.9950247,647,31,0.04791344667697063,-0.0062527736,4
2022,A.Rodgers,588,-3.6766307,-0.0062527736,12,32,4327.0,350.0,575,1899.0,0.02040816326530612,0.05442176870748299,7.525217391304348,5.4257145,GB,588,608,32,0.05263157894736842,2016.0,364.0,5.5384617,608,45,0.07401315789473684,0.0069039003,5
2024,A.Rodgers,643,4.439208,0.0069039003,11,40,4014.0,368.0,627,2122.0,0.017107309486780714,0.06220839813374806,6.401913875598086,5.7663045,NYJ,643,671,40,0.05961251862891207,2190.0,385.0,5.6883116,671,69,0.10283159463487332,0.03182916,6
2025,A.Rodgers,539,17.155916,0.03182916,7,29,3010.0,327.0,527,2119.0,0.012987012987012988,0.05380333951762523,5.71157495256167,6.480122,PIT,539,594,31,0.05218855218855219,2373.0,365.0,6.50137,594,83,0.13973063973063973,,7
2018,A.Smith,370,-8.620848,-0.023299588,5,22,2650.0,205.0,349,975.0,0.013513513513513514,0.05945945945945946,7.593123209169055,4.756098,WAS,370,594,44,0.07407407407407407,1511.0,311.0,4.858521,594,45,0.07575757575757576,-0.13708828,1
2020,A.Smith,277,-37.973454,-0.13708828,8,22,1286.0,168.0,274,949.0,0.02888086642599278,0.07942238267148015,4.693430656934306,5.6488094,WAS,277,671,50,0.07451564828614009,2187.0,389.0,5.622108,671,61,0.09090909090909091,,2
2021,Aa.Rodgers,281,47.639412,0.16953528,3,17,2107.0,173.0,272,981.0,0.010676156583629894,0.060498220640569395,7.7463235294117645,5.6705203,GB,281,647,33,0.05100463678516229,2410.0,402.0,5.9950247,647,31,0.04791344667697063,,1
2020,B.Allen,154,-16.366657,-0.106277,4,7,940.0,90.0,149,557.0,0.025974025974025976,0.045454545454545456,6.308724832214765,6.188889,CIN,154,649,48,0.07395993836671803,1792.0,372.0,4.8172045,649,19,0.029275808936825885,,1
2018,B.Bortles,475,-35.429855,-0.07458917,11,31,2889.0,243.0,436,1472.0,0.023157894736842106,0.06526315789473684,6.626146788990826,6.0576134,JAX,475,645,53,0.08217054263565891,1825.0,329.0,5.5471125,645,38,0.05891472868217054,,1
2025,B.Cook,180,-69.779434,-0.3876635,7,19,867.0,88.0,173,417.0,0.03888888888888889,0.10555555555555556,5.011560693641618,4.7386365,NYJ,180,613,60,0.09787928221859707,1323.0,298.0,4.439597,613,65,0.10603588907014681,,1
2018,B.Mayfield,532,29.804003,0.056022562,14,25,4515.0,310.0,515,1698.0,0.02631578947368421,0.046992481203007516,8.766990291262136,5.4774194,CLE,532,643,38,0.05909797822706065,1913.0,353.0,5.4192634,643,35,0.05443234836702955,-0.011350501,1
2019,B.Mayfield,591,-6.708146,-0.011350501,21,40,4516.0,317.0,574,1820.0,0.03553299492385787,0.0676818950930626,7.867595818815331,5.741325,CLE,591,597,41,0.06867671691792294,1825.0,318.0,5.7389936,597,37,0.06197654941373534,0.16940716,2
2020,B.Mayfield,533,90.294014,0.16940716,8,26,4135.0,305.0,508,1361.0,0.0150093808630394,0.04878048780487805,8.13976377952756,4.462295,CLE,533,548,26,0.04744525547445255,1406.0,315.0,4.463492,548,29,0.05291970802919708,-0.016615497,3
2021,B.Mayfield,487,-8.091747,-0.016615497,13,43,3659.0,253.0,462,1370.0,0.026694045174537988,0.08829568788501027,7.91991341991342,5.41502,CLE,487,600,49,0.08166666666666667,1747.0,320.0,5.459375,600,58,0.09666666666666666,-0.14124799,4
2022,B.Mayfield,386,-54.521725,-0.14124799,8,36,2276.0,201.0,371,1131.0,0.02072538860103627,0.09326424870466321,6.1347708894878705,5.626866,CAR,234,510,36,0.07058823529411765,1714.0,267.0,6.4194756,510,64,0.12549019607843137,0.0728227,5
2023,B.Mayfield,639,46.533703,0.0728227,10,40,4844.0,364.0,609,1927.0,0.01564945226917058,0.06259780907668232,7.954022988505747,5.2939563,TB,639,641,40,0.062402496099843996,1927.0,364.0,5.2939563,641,68,0.1060842433697348,0.19428301,6
2024,B.Mayfield,654,127.06109,0.19428301,16,40,3971.0,407.0,612,2430.0,0.024464831804281346,0.06116207951070336,6.488562091503268,5.970516,TB,654,655,40,0.061068702290076333,2438.0,408.0,5.97549,655,51,0.07786259541984733,0.059431825,7
2025,B.Mayfield,626,37.204323,0.059431825,11,36,4406.0,343.0,584,1923.0,0.01757188498402556,0.05750798722044728,7.544520547945205,5.606414,TB,626,644,38,0.059006211180124224,1975.0,351.0,5.6267805,644,39,0.06055900621118013,,8
2024,B.Nix,641,38.01007,0.059298083,12,24,4116.0,376.0,591,2070.0,0.0187207488299532,0.0374414976599064,6.964467005076142,5.505319,DEN,641,645,24,0.037209302325581395,2089.0,379.0,5.5118732,645,108,0.16744186046511628,0.1177451,1
2025,B.Nix,674,79.3602,0.1177451,11,22,4487.0,388.0,638,2093.0,0.016320474777448073,0.032640949554896145,7.032915360501567,5.39433,DEN,674,676,23,0.034023668639053255,2093.0,388.0,5.39433,676,110,0.16272189349112426,,2
2018,B.Osweiler,199,-7.4777093,-0.03757643,4,17,1424.0,113.0,195,669.0,0.020100502512562814,0.08542713567839195,7.302564102564102,5.920354,MIA,199,517,52,0.10058027079303675,1722.0,292.0,5.89726,517,83,0.16054158607350097,,1
2022,B.Purdy,187,36.909966,0.1973795,4,11,1117.0,114.0,181,706.0,0.0213903743315508,0.058823529411764705,6.171270718232044,6.1929827,SF,187,556,31,0.05575539568345324,2236.0,338.0,6.6153846,556,23,0.04136690647482014,0.31149837,1
2023,B.Purdy,486,151.38821,0.31149837,11,28,3637.0,308.0,469,2034.0,0.02263374485596708,0.05761316872427984,7.754797441364605,6.603896,SF,486,541,34,0.06284658040665435,2189.0,336.0,6.514881,541,16,0.029574861367837338,0.18404524,2
2024,B.Purdy,526,96.8078,0.18404524,12,31,3905.0,300.0,482,1622.0,0.022813688212927757,0.058935361216730035,8.101659751037344,5.4066668,SF,526,612,36,0.058823529411764705,1839.0,349.0,5.269341,612,29,0.04738562091503268,0.2018004,3
2025,B.Purdy,316,63.76893,0.2018004,10,11,2158.0,197.0,298,829.0,0.03164556962025317,0.03481012658227848,7.241610738255034,4.208122,SF,316,629,27,0.04292527821939587,1786.0,398.0,4.4874372,629,28,0.04451510333863275,,4
2018,B.Roethlisberger,713,135.58229,0.19015749,16,24,5254.0,452.0,701,2758.0,0.02244039270687237,0.033660589060308554,7.4950071326676175,6.10177,PIT,713,729,24,0.03292181069958848,2777.0,459.0,6.050109,729,135,0.18518518518518517,0.07373048,1
2020,B.Roethlisberger,628,46.302746,0.07373048,10,13,4225.0,399.0,625,1942.0,0.01592356687898089,0.020700636942675158,6.76,4.867168,PIT,628,679,14,0.020618556701030927,2057.0,428.0,4.8060746,679,79,0.11634756995581738,-0.06933047,2
2021,B.Roethlisberger,649,-44.995472,-0.06933047,10,38,4069.0,390.0,646,1920.0,0.015408320493066256,0.05855161787365177,6.298761609907121,4.923077,PIT,649,710,38,0.05352112676056338,2042.0,425.0,4.804706,710,107,0.15070422535211267,,3
2023,B.Young,620,-141.45792,-0.22815792,10,62,4009.0,315.0,589,1300.0,0.016129032258064516,0.1,6.806451612903226,4.126984,CAR,620,683,65,0.0951683748169839,1439.0,350.0,4.1114287,683,77,0.11273792093704246,-0.027281808,1
2024,B.Young,451,-12.304095,-0.027281808,9,29,3358.0,234.0,414,969.0,0.019955654101995565,0.06430155210643015,8.11111111111111,4.1410255,CAR,451,628,36,0.05732484076433121,1431.0,341.0,4.1964808,628,57,0.09076433121019108,-0.011933797,2
2025,B.Young,539,-6.432317,-0.011933797,11,27,3101.0,304.0,506,1539.0,0.02040816326530612,0.05009276437847866,6.128458498023716,5.0625,CAR,539,585,35,0.05982905982905983,1629.0,329.0,4.951368,585,41,0.07008547008547009,,3
2023,B.Zappe,246,-80.29738,-0.3264121,9,25,1684.0,127.0,236,637.0,0.036585365853658534,0.1016260162601626,7.135593220338983,5.015748,NE,246,627,48,0.07655502392344497,1845.0,351.0,5.25641,627,72,0.11483253588516747,,1
2018,C.Beathard,200,-28.40181,-0.14200905,7,18,1115.0,102.0,189,728.0,0.035,0.09,5.8994708994708995,7.1372547,SF,200,597,48,0.08040201005025126,2316.0,331.0,6.9969788,597,46,0.07705192629815745,,1
2018,C.Keenum,632,-18.895447,-0.02989786,15,34,4369.0,365.0,620,1793.0,0.023734177215189875,0.05379746835443038,7.046774193548387,4.9123287,DEN,632,634,34,0.05362776025236593,1806.0,367.0,4.920981,634,84,0.13249211356466878,-0.030177921,1
2019,C.Keenum,265,-7.997149,-0.030177921,5,15,1701.0,160.0,262,800.0,0.018867924528301886,0.05660377358490566,6.49236641221374,5.0,WAS,265,548,50,0.09124087591240876,1454.0,298.0,4.8791947,548,41,0.07481751824817519,,2
2018,C.Kessler,168,-30.170282,-0.17958501,2,22,880.0,85.0,153,345.0,0.011904761904761904,0.13095238095238096,5.751633986928105,4.0588236,JAX,168,645,53,0.08217054263565891,1825.0,329.0,5.5471125,645,38,0.05891472868217054,,1
2022,C.McCoy,153,-36.05589,-0.2356594,3,13,801.0,90.0,145,368.0,0.0196078431372549,0.08496732026143791,5.524137931034483,4.088889,ARI,153,753,46,0.06108897742363878,2058.0,433.0,4.752887,753,265,0.351925630810093,,1
2018,C.Newton,527,36.477425,0.06921712,13,29,3380.0,320.0,501,1743.0,0.024667931688804556,0.05502846299810247,6.746506986027944,5.446875,CAR,527,626,32,0.051118210862619806,2053.0,378.0,5.4312167,626,65,0.10383386581469649,-0.027901033,1
2020,C.Newton,418,-11.662632,-0.027901033,10,31,2496.0,242.0,398,1258.0,0.023923444976076555,0.07416267942583732,6.271356783919598,5.198347,NE,418,499,37,0.07414829659318638,1534.0,283.0,5.4204946,499,83,0.16633266533066132,,2
2022,C.Rush,170,-15.927447,-0.093690865,3,7,1247.0,94.0,168,455.0,0.01764705882352941,0.041176470588235294,7.4226190476190474,4.8404255,DAL,170,600,27,0.045,1667.0,355.0,4.6957746,600,100,0.16666666666666666,-0.10414739,1
2024,C.Rush,325,-33.8479,-0.10414739,5,13,2137.0,187.0,321,942.0,0.015384615384615385,0.04,6.657320872274143,5.037433,DAL,325,687,38,0.055312954876273655,2030.0,398.0,5.1005025,687,71,0.10334788937409024,,2
2023,C.Stroud,557,60.25432,0.108176515,5,38,4484.0,319.0,534,1762.0,0.008976660682226212,0.06822262118491922,8.397003745318353,5.523511,HOU,557,660,47,0.07121212121212121,1982.0,372.0,5.327957,660,72,0.10909090909090909,-0.007046945,1
2024,C.Stroud,620,-4.369106,-0.007046945,12,52,4424.0,336.0,583,1664.0,0.01935483870967742,0.08387096774193549,7.588336192109777,4.952381,HOU,620,662,54,0.08157099697885196,1753.0,357.0,4.910364,662,47,0.07099697885196375,0.1115211,2
2025,C.Stroud,471,52.52644,0.1115211,8,23,3405.0,273.0,446,1365.0,0.016985138004246284,0.04883227176220807,7.634529147982063,5.0,HOU,471,648,31,0.047839506172839504,1634.0,364.0,4.489011,648,35,0.05401234567901234,,3
2025,C.Ward,615,-102.7996,-0.16715382,7,55,3907.0,323.0,592,1547.0,0.011382113821138212,0.08943089430894309,6.599662162162162,4.7894735,TEN,615,646,56,0.08668730650154799,1627.0,340.0,4.785294,646,84,0.13003095975232198,,1
2018,C.Wentz,447,40.42935,0.09044598,7,31,3120.0,279.0,431,1392.0,0.015659955257270694,0.06935123042505593,7.238979118329467,4.9892473,PHI,447,655,40,0.061068702290076333,2151.0,422.0,5.0971565,655,44,0.06717557251908397,0.037497655,1
2019,C.Wentz,673,25.235922,0.037497655,7,37,4889.0,388.0,645,1805.0,0.010401188707280832,0.0549777117384844,7.57984496124031,4.652062,PHI,673,679,37,0.054491899852724596,1820.0,391.0,4.6547313,679,82,0.12076583210603829,-0.13026316,2
2020,C.Wentz,514,-66.95527,-0.13026316,15,50,3870.0,251.0,492,996.0,0.029182879377431907,0.09727626459143969,7.865853658536586,3.9681275,PHI,514,717,65,0.09065550906555091,1482.0,334.0,4.4371257,717,110,0.15341701534170155,0.0236761,3
2021,C.Wentz,578,13.684786,0.0236761,7,32,3937.0,322.0,552,1650.0,0.012110726643598616,0.05536332179930796,7.132246376811594,5.1242237,IND,578,583,32,0.0548885077186964,1647.0,324.0,5.0833335,583,37,0.0634648370497427,-0.10921712,4
2022,C.Wentz,321,-35.058697,-0.10921712,9,26,2147.0,172.0,309,826.0,0.028037383177570093,0.08099688473520249,6.948220064724919,4.8023257,WAS,321,635,48,0.07559055118110236,1673.0,344.0,4.8633723,635,71,0.11181102362204724,0.042718034,5
2025,C.Wentz,197,8.415453,0.042718034,5,19,1288.0,110.0,188,573.0,0.025380710659898477,0.09644670050761421,6.851063829787234,5.2090907,MIN,197,575,60,0.10434782608695652,1531.0,298.0,5.1375837,575,60,0.10434782608695652,,6
2024,C.Williams,686,-33.91836,-0.049443677,6,68,4486.0,351.0,636,1866.0,0.008746355685131196,0.09912536443148688,7.053459119496855,5.3162394,CHI,686,690,68,0.09855072463768116,1876.0,353.0,5.3144474,690,171,0.24782608695652175,0.10796475,1
2025,C.Williams,637,68.773544,0.10796475,7,24,4900.0,330.0,594,1811.0,0.01098901098901099,0.03767660910518053,8.24915824915825,5.487879,CHI,637,644,24,0.037267080745341616,1850.0,334.0,5.5389223,644,42,0.06521739130434782,,2
2019,D.Blough,194,-46.248314,-0.23839337,6,14,1484.0,94.0,188,329.0,0.030927835051546393,0.07216494845360824,7.8936170212765955,3.5,DET,194,639,43,0.06729264475743349,1514.0,344.0,4.4011626,639,59,0.09233176838810642,,1
2018,D.Brees,512,143.75096,0.2807636,5,17,3502.0,364.0,508,1827.0,0.009765625,0.033203125,6.893700787401575,5.019231,NO,512,550,20,0.03636363636363636,1898.0,381.0,4.9816275,550,14,0.025454545454545455,0.24088845,1
2019,D.Brees,386,92.98294,0.24088845,4,12,2425.0,281.0,386,1495.0,0.010362694300518135,0.031088082901554404,6.282383419689119,5.320285,NO,386,616,25,0.040584415584415584,2257.0,418.0,5.3995214,616,23,0.037337662337662336,0.15154786,2
2020,D.Brees,404,61.225334,0.15154786,6,13,2361.0,275.0,402,1478.0,0.01485148514851485,0.03217821782178218,5.873134328358209,5.3745456,NO,404,570,29,0.05087719298245614,1911.0,370.0,5.164865,570,30,0.05263157894736842,,3
2018,D.Carr,606,-0.6884638,-0.0011360788,10,51,3778.0,381.0,598,1994.0,0.0165016501650165,0.08415841584158416,6.317725752508361,5.233596,LV,606,610,52,0.08524590163934426,1995.0,382.0,5.222513,610,59,0.09672131147540984,0.15151773,1
2019,D.Carr,555,84.09235,0.15151773,8,29,3356.0,361.0,541,2126.0,0.014414414414414415,0.05225225225225225,6.203327171903882,5.889197,LV,555,565,29,0.05132743362831858,2144.0,367.0,5.841962,565,65,0.11504424778761062,0.09342552,2
2020,D.Carr,563,52.598568,0.09342552,9,26,4183.0,348.0,540,1956.0,0.015985790408525755,0.046181172291296625,7.746296296296296,5.62069,LV,563,603,28,0.04643449419568822,2056.0,369.0,5.5718155,603,65,0.1077943615257048,0.03974845,3
2021,D.Carr,683,27.14819,0.03974845,14,40,5084.0,428.0,666,2283.0,0.020497803806734993,0.05856515373352855,7.633633633633633,5.334112,LV,683,686,40,0.05830903790087463,2291.0,429.0,5.3403263,686,60,0.08746355685131195,0.03059776,4
2022,D.Carr,546,16.706377,0.03059776,14,27,4602.0,305.0,532,1509.0,0.02564102564102564,0.04945054945054945,8.650375939849624,4.9475408,LV,546,649,35,0.053929121725731895,1780.0,359.0,4.958217,649,32,0.04930662557781202,0.05105284,5
2023,D.Carr,590,30.121174,0.05105284,8,31,4280.0,375.0,581,1696.0,0.013559322033898305,0.05254237288135593,7.366609294320138,4.5226665,NO,590,655,35,0.05343511450381679,1799.0,406.0,4.4310346,655,84,0.1282442748091603,0.13748172,6
2024,D.Carr,298,40.96955,0.13748172,5,8,2178.0,189.0,290,1087.0,0.016778523489932886,0.026845637583892617,7.510344827586207,5.7513227,NO,298,618,37,0.059870550161812294,1836.0,340.0,5.4,618,69,0.11165048543689321,,7
2025,D.Gabriel,215,-40.98071,-0.19060795,2,19,1078.0,110.0,204,500.0,0.009302325581395349,0.08837209302325581,5.284313725490196,4.5454545,CLE,215,641,51,0.07956318252730109,1711.0,323.0,5.2972136,641,69,0.10764430577223089,,1
2019,D.Haskins,246,-45.89486,-0.18656448,7,29,1751.0,119.0,234,615.0,0.028455284552845527,0.11788617886178862,7.482905982905983,5.1680675,WAS,246,548,50,0.09124087591240876,1454.0,298.0,4.8791947,548,41,0.07481751824817519,-0.15128724,1
2020,D.Haskins,269,-40.69627,-0.15128724,7,20,1622.0,148.0,262,865.0,0.026022304832713755,0.07434944237918216,6.190839694656488,5.8445945,WAS,269,671,50,0.07451564828614009,2187.0,389.0,5.622108,671,61,0.09090909090909091,,2
2019,D.Hodges,183,-24.72081,-0.13508639,8,15,1175.0,100.0,175,574.0,0.04371584699453552,0.08196721311475409,6.714285714285714,5.74,PIT,183,562,32,0.05693950177935943,1747.0,315.0,5.546032,562,27,0.04804270462633452,,1
2019,D.Jones,527,-26.305014,-0.049914636,12,38,3689.0,284.0,500,1390.0,0.022770398481973434,0.07210626185958255,7.378,4.8943663,NYG,527,682,43,0.06304985337243402,1807.0,376.0,4.805851,682,80,0.11730205278592376,-0.047661208,1
2020,D.Jones,516,-24.593184,-0.047661208,10,45,3397.0,280.0,494,1114.0,0.01937984496124031,0.0872093023255814,6.876518218623482,3.9785714,NYG,516,595,50,0.08403361344537816,1264.0,321.0,3.9376948,595,184,0.3092436974789916,-0.02912865,2
2021,D.Jones,406,-11.826232,-0.02912865,7,22,2640.0,232.0,383,1098.0,0.017241379310344827,0.054187192118226604,6.892950391644908,4.7327585,NYG,406,662,38,0.05740181268882175,1621.0,351.0,4.6182337,662,208,0.31419939577039274,0.06076448,3
2022,D.Jones,568,34.514225,0.06076448,5,44,3032.0,317.0,514,1596.0,0.008802816901408451,0.07746478873239436,5.898832684824903,5.0347004,NYG,568,630,49,0.07777777777777778,1698.0,346.0,4.9075146,630,99,0.15714285714285714,-0.24884245,4
2023,D.Jones,211,-52.505756,-0.24884245,6,30,1096.0,108.0,191,440.0,0.02843601895734597,0.14218009478672985,5.738219895287958,4.0740743,NYG,211,668,85,0.12724550898203593,1601.0,338.0,4.736686,668,108,0.16167664670658682,-0.084655516,5
2024,D.Jones,386,-32.67703,-0.084655516,7,29,2509.0,216.0,371,944.0,0.018134715025906734,0.07512953367875648,6.762803234501348,4.3703704,NYG,386,669,48,0.07174887892376682,1737.0,366.0,4.7459016,669,108,0.16143497757847533,0.15103118,6
2025,D.Jones,431,65.09444,0.15103118,8,22,3074.0,261.0,409,1344.0,0.018561484918793503,0.05104408352668213,7.515892420537897,5.1494255,IND,431,605,29,0.047933884297520664,1807.0,360.0,5.0194445,605,35,0.05785123966942149,,7
2019,D.Lock,172,15.57774,0.09056825,3,5,1065.0,100.0,161,550.0,0.01744186046511628,0.029069767441860465,6.614906832298137,5.5,DEN,172,566,41,0.07243816254416961,1701.0,312.0,5.451923,566,40,0.0706713780918728,-0.08814104,1
2020,D.Lock,485,-42.748405,-0.08814104,15,19,3910.0,254.0,464,1394.0,0.030927835051546393,0.03917525773195876,8.426724137931034,5.4881887,DEN,485,616,32,0.05194805194805195,1623.0,317.0,5.119874,616,45,0.07305194805194805,-0.11882844,2
2024,D.Lock,203,-24.122173,-0.11882844,5,12,1107.0,107.0,193,611.0,0.024630541871921183,0.059113300492610835,5.7357512953367875,5.7102804,NYG,203,669,48,0.07174887892376682,1737.0,366.0,4.7459016,669,108,0.16143497757847533,,3
2024,D.Maye,419,2.3869526,0.0056967842,10,34,2473.0,225.0,374,1191.0,0.02386634844868735,0.081145584725537,6.612299465240642,5.2933335,NE,419,639,52,0.081377151799687,1696.0,342.0,4.9590645,639,64,0.10015649452269171,0.31648362,1
2025,D.Maye,601,190.20665,0.31648362,8,47,4493.0,354.0,539,1746.0,0.013311148086522463,0.07820299500831947,8.335807050092765,4.9322033,NE,601,613,48,0.07830342577487764,1794.0,361.0,4.969529,613,21,0.03425774877650897,,2
2021,D.Mills,434,-54.960285,-0.1266366,10,31,2869.0,263.0,424,1232.0,0.02304147465437788,0.07142857142857142,6.7665094339622645,4.6844106,HOU,434,613,44,0.07177814029363784,1723.0,354.0,4.867232,613,59,0.09624796084828711,-0.13298802,1
2022,D.Mills,528,-70.217674,-0.13298802,15,31,3734.0,292.0,511,1524.0,0.028409090909090908,0.058712121212121215,7.307240704500979,5.219178,HOU,528,641,38,0.059282371294851796,1842.0,352.0,5.2329545,641,76,0.11856474258970359,-0.074425295,2
2025,D.Mills,176,-13.098852,-0.074425295,1,8,1360.0,91.0,169,269.0,0.005681818181818182,0.045454545454545456,8.04733727810651,2.956044,HOU,176,648,31,0.047839506172839504,1634.0,364.0,4.489011,648,35,0.05401234567901234,,3
2018,D.Prescott,611,29.912449,0.048956543,8,56,3973.0,356.0,582,1892.0,0.01309328968903437,0.09165302782324058,6.826460481099656,5.3146067,DAL,611,612,56,0.0915032679738562,1892.0,356.0,5.3146067,612,72,0.11764705882352941,0.19740164,1
2019,D.Prescott,640,126.33705,0.19740164,11,23,5613.0,388.0,620,1880.0,0.0171875,0.0359375,9.053225806451612,4.8453608,DAL,640,641,23,0.0358814352574103,1880.0,388.0,4.8453608,641,91,0.1419656786271451,0.121347584,2
2020,D.Prescott,241,29.244768,0.121347584,4,10,1762.0,151.0,233,810.0,0.016597510373443983,0.04149377593360996,7.562231759656652,5.3642383,DAL,241,708,44,0.062146892655367235,2060.0,413.0,4.9878936,708,126,0.17796610169491525,0.17229256,3
2021,D.Prescott,651,112.16245,0.17229256,10,30,4629.0,410.0,631,2014.0,0.015360983102918587,0.04608294930875576,7.335974643423138,4.912195,DAL,651,706,33,0.046742209631728045,2250.0,444.0,5.0675673,706,113,0.16005665722379603,0.07931487,4
2022,D.Prescott,429,34.02608,0.07931487,15,20,3223.0,261.0,414,1212.0,0.03496503496503497,0.046620046620046623,7.785024154589372,4.643678,DAL,429,600,27,0.045,1667.0,355.0,4.6957746,600,100,0.16666666666666666,0.20698561,5
2023,D.Prescott,658,136.19653,0.20698561,9,39,4579.0,410.0,631,1963.0,0.013677811550151976,0.05927051671732523,7.256735340729001,4.787805,DAL,658,684,40,0.05847953216374269,2043.0,428.0,4.7733645,684,44,0.06432748538011696,-0.054609317,6
2024,D.Prescott,313,-17.092716,-0.054609317,8,21,2269.0,185.0,307,939.0,0.025559105431309903,0.0670926517571885,7.390879478827362,5.0756755,DAL,313,687,38,0.055312954876273655,2030.0,398.0,5.1005025,687,71,0.10334788937409024,0.1720386,7
2025,D.Prescott,656,112.85732,0.1720386,10,31,4812.0,404.0,630,2021.0,0.01524390243902439,0.04725609756097561,7.6380952380952385,5.0024753,DAL,656,683,31,0.04538799414348463,2099.0,419.0,5.0095468,683,79,0.11566617862371889,,8
2023,D.Ridder,439,-29.209272,-0.06653593,12,31,3183.0,249.0,420,1222.0,0.02733485193621868,0.07061503416856492,7.578571428571428,4.9076304,ATL,439,602,40,0.0664451827242525,1769.0,327.0,5.4097857,602,115,0.19102990033222592,,1
2018,D.Watson,620,69.26808,0.111722715,9,62,4319.0,345.0,562,1753.0,0.014516129032258065,0.1,7.685053380782918,5.0811596,HOU,620,621,62,0.0998389694041868,1753.0,345.0,5.0811596,621,38,0.061191626409017714,0.15258642,1
2019,D.Watson,581,88.65271,0.15258642,12,44,4420.0,333.0,538,1672.0,0.020654044750430294,0.0757314974182444,8.215613382899628,5.021021,HOU,581,630,49,0.07777777777777778,1808.0,355.0,5.092958,630,18,0.02857142857142857,0.21538043,2
2020,D.Watson,657,141.50494,0.21538043,7,49,4842.0,382.0,595,1949.0,0.0106544901065449,0.0745814307458143,8.13781512605042,5.102094,HOU,657,660,50,0.07575757575757576,1951.0,383.0,5.0939946,660,80,0.12121212121212122,-0.10266553,3
