season,qb_name,team,dropbacks,QBVision_Rating,next_QBVision_Rating,epa_per_db,context_pred_epa_per_db,skill_residual,int_rate,sack_rate,ay_per_att,yac_per_comp,team_sack_rate_allowed,team_yac_per_comp,team_no_huddle_rate,efficiency_score,decision_score,explosiveness_score,mobility_score
2020,B.Roethlisberger,PIT,628,47.58450489640579,39.23448681644494,0.07373048,0.15850341785132677,-0.08477293785132677,0.0159235668789808,0.0207006369426751,6.76,4.867168,0.0206185567010309,4.8060746,0.1163475699558173,0.10294233525246499,1.1747463509937424,-0.6214943870725513,0.0
2021,B.Roethlisberger,PIT,649,39.23448681644494,,-0.06933047,0.04572384347822408,-0.11505431347822409,0.0154083204930662,0.0585516178736517,6.298761609907121,4.923077,0.0535211267605633,4.804706,0.1507042253521126,-0.6655750734090936,0.45828742920809995,-1.5196195597059174,0.0
2023,B.Young,CAR,620,34.48874872190849,47.03856475060622,-0.22815792,-0.12610064161398235,-0.10205727838601764,0.0161290322580645,0.1,6.806451612903226,4.126984,0.0951683748169839,4.1114287,0.1127379209370424,-1.4761455967600892,-0.12726944766929443,-0.5319544381363575,0.0
2024,B.Young,CAR,451,47.03856475060622,42.70637662890182,-0.027281808,0.006143462995003318,-0.03342527099500332,0.0199556541019955,0.0643015521064301,8.11111111111111,4.1410255,0.0573248407643312,4.1964808,0.090764331210191,-0.39802912818103237,0.007270331168565655,0.7370643018111113,0.0
2025,B.Young,CAR,539,42.70637662890182,,-0.011933797,0.04357307679386105,-0.055506873793861045,0.0204081632653061,0.0500927643784786,6.128458498023716,5.0625,0.0598290598290598,4.951368,0.07008547008547,-0.306778954739741,0.22362157350321432,-1.0669234221421273,0.0
2023,B.Zappe,NE,246,10.916378123005671,,-0.3264121,0.00020473543548697043,-0.326616835435487,0.0365853658536585,0.1016260162601626,7.135593220338983,5.015748,0.0765550239234449,5.25641,0.1148325358851674,-2.2101679433415398,-1.4825036172840775,-0.04901680256862768,0.0
2018,C.Beathard,SF,200,15.904309295007522,,-0.14200905,0.09159306074863238,-0.23360211074863238,0.035,0.09,5.8994708994709,7.1372547,0.0804020100502512,6.9969788,0.0770519262981574,-1.5285134444445356,-1.431257358365726,-1.360249194838519,0.0
2018,C.Keenum,DEN,632,38.86822848986023,46.586521662922024,-0.02989786,0.05431953807800743,-0.08421739807800743,0.0237341772151898,0.0537974683544303,7.046774193548387,4.9123287,0.0536277602523659,4.920981,0.1324921135646687,-0.6031672978654472,0.007055257731588327,-0.5443904683943397,0.0
2019,C.Keenum,WAS,265,46.586521662922024,,-0.030177921,-0.06456711353205638,0.034389192532056384,0.0188679245283018,0.0566037735849056,6.49236641221374,5.0,0.0912408759124087,4.8791947,0.0748175182481751,-0.5789731151228883,0.2067756387711518,-1.1767742342177385,0.0
2018,C.Kessler,JAX,168,20.224227950130786,,-0.17958501,0.005404909760368025,-0.18498991976036802,0.0119047619047619,0.1309523809523809,5.751633986928105,4.0588236,0.0821705426356589,5.5471125,0.0589147286821705,-1.803109676438035,-0.434532511101284,-1.9715699093547674,0.0
2022,C.McCoy,ARI,153,14.845654972057716,,-0.2356594,-0.007744577617197997,-0.227914822382802,0.0196078431372549,0.0849673202614379,5.524137931034483,4.088889,0.0610889774236387,4.752887,0.351925630810093,-2.158637816542896,-0.4058304409944782,-2.0104088759456062,0.0
2018,C.Newton,CAR,527,46.32019520738742,36.936358953584936,0.06921712,0.09532171727149322,-0.026104597271493224,0.0246679316888045,0.0550284629981024,6.746506986027944,5.446875,0.0511182108626198,5.4312167,0.1038338658146964,0.12644962423065428,-0.08216658491584564,-0.7650963932064322,0.0
2020,C.Newton,NE,418,36.936358953584936,,-0.027901033,0.010933925635757104,-0.0388349586357571,0.0239234449760765,0.0741626794258373,6.271356783919598,5.198347,0.0741482965931863,5.4204946,0.1663326653306613,-0.7590951416319112,-0.7597522004565456,-1.1433561247655295,0.0
2022,C.Rush,DAL,170,36.846762193032184,36.25954647110475,-0.093690865,0.06553763431908993,-0.15922849931908994,0.0176470588235294,0.0411764705882352,7.422619047619047,4.8404255,0.045,4.6957746,0.1666666666666666,-0.8989780375964432,0.712496572812616,0.14356640619578173,0.0
2024,C.Rush,DAL,325,36.25954647110475,,-0.10414739,0.06271484385799458,-0.1668622338579946,0.0153846153846153,0.04,6.657320872274143,5.037433,0.0553129548762736,5.1005025,0.1033478893740902,-0.8829881362317292,0.7737989031115915,-0.5020020464366766,0.0
2023,C.Stroud,HOU,557,69.00556915748612,49.13997065798167,0.108176515,0.02260618607341125,0.08557032892658875,0.0089766606822262,0.0682226211849192,8.397003745318353,5.523511,0.0712121212121212,5.327957,0.109090909090909,0.8957262096261032,0.8282317978906064,1.3477971777061162,0.0
2024,C.Stroud,HOU,620,49.13997065798167,58.665388502682646,-0.007046945,-0.030465908550735936,0.023418963550735937,0.0193548387096774,0.0838709677419354,7.588336192109777,4.952381,0.0815709969788519,4.910364,0.0709969788519637,-0.2857415841126488,-0.3089385234100261,0.36039231742665906,0.0
2025,C.Stroud,HOU,471,58.665388502682646,,0.1115211,0.05872914139696805,0.05279195860303195,0.0169851380042462,0.048832271762208,7.634529147982063,5.0,0.0478395061728395,4.489011,0.0540123456790123,0.5798205293068228,0.48035323576993727,0.5016479422753845,0.0
2025,C.Ward,TEN,615,33.31000146983587,,-0.16715382,-0.061952353016217744,-0.10520146698378227,0.0113821138211382,0.089430894308943,6.599662162162162,4.7894735,0.0866873065015479,4.785294,0.1300309597523219,-1.441603630908234,0.09123709349683007,-0.6160118811412003,0.0
2018,C.Wentz,PHI,447,54.34897679495312,52.3014520572605,0.09044598,0.04817470133227594,0.04227127866772405,0.0156599552572706,0.0693512304250559,7.238979118329467,4.9892473,0.0610687022900763,5.0971565,0.0671755725190839,0.2880067500115656,0.33455832604026015,-0.34007317892881817,0.0
2019,C.Wentz,PHI,673,52.3014520572605,32.03816832077209,0.037497655,0.037784274959633914,-0.00028661995963391584,0.0104011887072808,0.0549777117384844,7.57984496124031,4.652062,0.0544918998527245,4.6547313,0.1207658321060382,-0.027442858831204585,0.7871712065893841,-0.07679505739741872,0.0
2020,C.Wentz,PHI,514,32.03816832077209,50.785334666176595,-0.13026316,-0.09784526280934422,-0.03241789719065577,0.0291828793774319,0.0972762645914396,7.865853658536586,3.9681275,0.0906555090655509,4.4371257,0.1534170153417015,-1.5677299635701796,-1.7629285858197647,0.5328685103966196,0.0
2021,C.Wentz,IND,578,50.785334666176595,31.1325096475067,0.0236761,0.06820671793638974,-0.044530617936389745,0.0121107266435986,0.0553633217993079,7.132246376811594,5.1242237,0.0548885077186964,5.0833335,0.0634648370497427,-0.009405423865660519,0.7685050622211275,-0.24194017960283268,0.0
2022,C.Wentz,WAS,321,31.1325096475067,52.954078549514485,-0.10921712,-0.01864670086506451,-0.09057041913493549,0.02803738317757,0.0809968847352024,6.948220064724919,4.8023257,0.0755905511811023,4.8633723,0.1118110236220472,-1.1368281841952106,-1.249727463094432,-0.37062791899223657,0.0
2025,C.Wentz,MIN,197,52.954078549514485,,0.042718034,-0.09674443356796103,0.13946246756796105,0.0253807106598984,0.0964467005076142,6.851063829787234,5.2090907,0.1043478260869565,5.1375837,0.1043478260869565,-0.0073622666929241964,-0.9939822018797998,-0.28657190087014206,0.0
2024,C.Williams,CHI,686,49.12627797631078,56.787947062381484,-0.049443677,-0.08582402461989747,0.03638034761989747,0.0087463556851311,0.0991253644314868,7.053459119496855,5.3162394,0.0985507246376811,5.3144474,0.2478260869565217,-0.5744292699255638,0.1575455966842646,-0.09068654533571355,0.0
2025,C.Williams,CHI,637,56.787947062381484,,0.10796475,0.1519800416712923,-0.04401529167129231,0.0109890109890109,0.0376766091051805,8.24915824915825,5.487879,0.0372670807453416,5.5389223,0.0652173913043478,0.5899151304992261,1.0998196127222615,1.2224895924650951,0.0
2019,D.Blough,DET,194,19.11304111505003,,-0.23839337,-0.015203641094641882,-0.2231897289053581,0.0309278350515463,0.0721649484536082,7.8936170212765955,3.5,0.0672926447574334,4.4011626,0.0923317683881064,-2.2491098247987638,-0.8712297878800921,0.07297594676613468,0.0
2018,D.Brees,NO,512,74.22751238750857,67.57448278826118,0.2807636,0.12823534011470492,0.1525282598852951,0.009765625,0.033203125,6.893700787401575,5.019231,0.0363636363636363,4.9816275,0.0254545454545454,1.7762414329260434,1.3787072375076765,-0.6818149904795192,0.0
2019,D.Brees,NO,386,67.57448278826118,57.123913558298426,0.24088845,0.13665550937867793,0.10423294062132207,0.0103626943005181,0.0310880829015544,6.282383419689119,5.320285,0.0405844155844155,5.3995214,0.0373376623376623,1.5812548849775885,1.2429265247482095,-1.348833526552526,0.0
2020,D.Brees,NO,404,57.123913558298426,,0.15154786,0.08744094942667896,0.06410691057332105,0.0148514851485148,0.0321782178217821,5.873134328358209,5.3745456,0.0508771929824561,5.164865,0.0526315789473684,0.660471127737521,1.0178539285240857,-1.5853589329620745,0.0
2018,D.Carr,LV,606,45.944303606922574,56.295598670349406,-0.0011360788,-0.028038800222999906,0.026902721422999907,0.0165016501650165,0.0841584158415841,6.317725752508361,5.233596,0.0852459016393442,5.222513,0.0967213114754098,-0.41771051781721147,0.021989368689240896,-1.2271689025697659,0.0
2019,D.Carr,LV,555,56.295598670349406,52.012750155565335,0.15151773,0.11662782538479508,0.034889904615204914,0.0144144144144144,0.0522522522522522,6.203327171903882,5.889197,0.0513274336283185,5.841962,0.1150442477876106,0.8432779868537472,0.5783976452934387,-1.3421605257424924,0.0
2020,D.Carr,LV,563,52.012750155565335,51.116801807417666,0.09342552,0.11825602233578222,-0.024830502335782226,0.0159857904085257,0.0461811722912966,7.746296296296296,5.62069,0.0464344941956882,5.5718155,0.1077943615257048,0.20561607318195518,0.6001934465469696,0.6854290777806483,0.0
2021,D.Carr,LV,683,51.116801807417666,50.41169044983976,0.03974845,0.06854581128951903,-0.028797361289519034,0.0204978038067349,0.0585651537335285,7.633633633633633,5.334112,0.0583090379008746,5.3403263,0.0874635568513119,0.0723863794752148,0.0976338405177692,0.5463795263167659,0.0
2022,D.Carr,LV,546,50.41169044983976,59.895981357600654,0.03059776,0.06603225872001783,-0.03543449872001783,0.0256410256410256,0.0494505494505494,8.650375939849624,4.9475408,0.0539291217257318,4.958217,0.049306625577812,0.0839166346745957,-0.33605074550776337,1.4756821148733774,0.0
2023,D.Carr,NO,590,59.895981357600654,64.67051857205686,0.05105284,0.027557064967069146,0.023495775032930856,0.0135593220338983,0.0525423728813559,7.366609294320138,4.5226665,0.0534351145038167,4.4310346,0.1282442748091603,0.5155509533455834,0.772249903527356,0.1149927042003063,0.0
2024,D.Carr,NO,298,64.67051857205686,,0.13748172,0.06373046624678581,0.07375125375321419,0.0167785234899328,0.0268456375838926,7.510344827586207,5.7513227,0.0598705501618122,5.4,0.1116504854368932,0.8203806646063454,0.9167395955458417,0.3996962260748898,0.0
2025,D.Gabriel,CLE,215,25.43103947816552,,-0.19060795,-0.00645853517870628,-0.1841494148212937,0.0093023255813953,0.0883720930232558,5.284313725490196,4.5454545,0.079563182527301,5.2972136,0.1076443057722308,-1.5999313869804919,0.2527815841091742,-2.032887833456605,0.0
2019,D.Haskins,WAS,246,24.07129414383799,22.50140352085205,-0.18656448,-0.06456711353205638,-0.12199736646794362,0.0284552845528455,0.1178861788617886,7.482905982905983,5.1680675,0.0912408759124087,4.8791947,0.0748175182481751,-1.9196948206834445,-1.578212444051176,-0.09755407803258795,0.0
2020,D.Haskins,WAS,269,22.50140352085205,,-0.15128724,0.030814931368839622,-0.1821021713688396,0.0260223048327137,0.0743494423791821,6.190839694656488,5.8445945,0.07451564828614,5.622108,0.0909090909090909,-1.6748004509114076,-0.9583555725190918,-1.1238352934564055,0.0
2019,D.Hodges,PIT,183,17.587643351257938,,-0.13508639,0.08979906099844275,-0.22488545099844276,0.0437158469945355,0.081967213114754,6.714285714285714,5.74,0.0569395017793594,5.546032,0.0480427046263345,-1.5104174414522367,-1.8872300444170014,-0.823052030112813,0.0
2019,D.Jones,NYG,527,38.84288179518868,44.32975899664707,-0.049914636,0.01866493149452291,-0.0685795674945229,0.0227703984819734,0.0721062618595825,7.378,4.8943663,0.063049853372434,4.805851,0.1173020527859237,-0.7700471407320155,-0.34064742158766326,-0.25263581686688397,0.0
2020,D.Jones,NYG,516,44.32975899664707,47.29750398633196,-0.047661208,-0.1243428519732705,0.0766816439732705,0.0193798449612403,0.0872093023255814,6.876518218623482,3.9785714,0.0840336134453781,3.9376948,0.3092436974789916,-0.9121505219282237,-0.6300747151510436,-0.6414327821300604,0.0
2021,D.Jones,NYG,406,47.29750398633196,60.3277816090628,-0.02912865,0.0015163353603204685,-0.030644985360320467,0.0172413793103448,0.0541871921182266,6.892950391644908,4.7327585,0.0574018126888217,4.6182337,0.3141993957703927,-0.3867510397022279,0.43357598022124366,-0.6828197170369859,0.0
2022,D.Jones,NYG,568,60.3277816090628,28.28862125055614,0.06076448,-0.029097578202809185,0.08986205820280918,0.0088028169014084,0.0774647887323943,5.898832684824903,5.0347004,0.0777777777777777,4.9075146,0.1571428571428571,0.3395038144606738,0.9355301177364796,-1.4571744976019956,0.0
2023,D.Jones,NYG,211,28.28862125055614,39.46068632137216,-0.24884245,-0.20228673976763104,-0.04655571023236896,0.0284360189573459,0.1421800947867298,5.738219895287958,4.0740743,0.1272455089820359,4.736686,0.1616766467065868,-1.7179482115851594,-1.5784893624334009,-1.6557843368371121,0.0
2024,D.Jones,NYG,386,39.46068632137216,60.09936733740281,-0.084655516,-0.01900881010142373,-0.06564670589857627,0.0181347150259067,0.0751295336787564,6.762803234501348,4.3703704,0.0717488789237668,4.7459016,0.1614349775784753,-0.8102005682784451,-0.06303281251442658,-0.49690898639294734,0.0
2025,D.Jones,IND,431,60.09936733740281,,0.15103118,0.08817578391174724,0.06285539608825275,0.0185614849187935,0.0510440835266821,7.515892420537897,5.1494255,0.0479338842975206,5.0194445,0.0578512396694214,0.8515525337664394,0.3311764230355141,0.400804133863661,0.0
2019,D.Lock,DEN,172,56.90933492276972,32.55161961038473,0.09056825,0.030525308391289814,0.06004294160871019,0.0174418604651162,0.0290697674418604,6.614906832298137,5.5,0.0724381625441696,5.451923,0.0706713780918728,0.40332607187667036,0.8217375463560094,-0.9668902402372409,0.0
2020,D.Lock,DEN,485,32.55161961038473,33.492394051175154,-0.08814104,0.0787521433047014,-0.1668931833047014,0.0309278350515463,0.0391752577319587,8.426724137931034,5.4881887,0.0519480519480519,5.119874,0.073051948051948,-1.1666281169762467,-0.6276196158922527,1.4707219353827745,0.0
2024,D.Lock,NYG,203,33.492394051175154,,-0.11882844,-0.01900881010142373,-0.09981962989857626,0.0246305418719211,0.0591133004926108,5.735751295336788,5.7102804,0.0717488789237668,4.7459016,0.1614349775784753,-1.0427345734374025,-0.22639508860322072,-1.2727198711710255,0.0
2024,D.Maye,NE,419,47.46790740154802,83.93278822394025,0.0056967842,-0.030760013939756352,0.03645679813975635,0.0238663484486873,0.081145584725537,6.612299465240642,5.2933335,0.081377151799687,4.9590645,0.1001564945226917,-0.2057847747053782,-0.5762289599906687,-0.5082346502746956,0.0
2025,D.Maye,NE,601,83.93278822394025,,0.31648362,-0.011660389826083584,0.3281440098260836,0.0133111480865224,0.0782029950083194,8.335807050092765,4.9322033,0.0783034257748776,4.969529,0.0342577487765089,1.9962708390787611,0.17304073663532968,1.2259453914237814,0.0
2021,D.Mills,HOU,434,34.23121632863351,25.719419647114712,-0.1266366,-0.0038945994307668375,-0.12274200056923315,0.0230414746543778,0.0714285714285714,6.7665094339622645,4.6844106,0.0717781402936378,4.867232,0.0962479608482871,-1.1028098393593901,-0.39211976946372296,-0.880603115747703,0.0
2022,D.Mills,HOU,528,25.719419647114712,43.36310113667581,-0.13298802,0.05526243895718311,-0.18825045895718312,0.0284090909090909,0.0587121212121212,7.307240704500979,5.219178,0.0592823712948517,5.2329545,0.1185647425897035,-1.2931111017723191,-0.8310291672648609,0.08084373134585658,0.0
2025,D.Mills,HOU,176,43.36310113667581,,-0.074425295,0.05872914139696805,-0.13315443639696806,0.0056818181818181,0.0454545454545454,8.04733727810651,2.956044,0.0478395061728395,4.489011,0.0540123456790123,-0.6986358295587108,1.3132330761628677,0.6129634152355528,0.0
2018,D.Prescott,DAL,611,54.225416695768885,68.12306001505735,0.048956543,-0.04605170914274843,0.09500825214274843,0.0130932896890343,0.0916530278232405,6.826460481099656,5.3146067,0.0915032679738562,5.3146067,0.1176470588235294,-0.04829835728365585,0.14449458426184997,-0.7048136178011255,0.0
2019,D.Prescott,DAL,640,68.12306001505735,60.09516123828256,0.19740164,0.10723199245546061,0.09016964754453938,0.0171875,0.0359375,9.053225806451612,4.8453608,0.0358814352574103,4.8453608,0.1419656786271451,1.215933798510436,0.7079459769013905,1.5194585343431317,0.0
2020,D.Prescott,DAL,241,60.09516123828256,65.0895043310708,0.121347584,0.024301265391428892,0.0970463186085711,0.0165975103734439,0.0414937759336099,7.562231759656652,5.3642383,0.0621468926553672,4.9878936,0.1779661016949152,0.41715796222381707,0.6481591717801123,0.4208732999774011,0.0
2021,D.Prescott,DAL,651,65.0895043310708,50.2916238301299,0.17229256,0.08184217037146738,0.09045038962853263,0.0153609831029185,0.0460829493087557,7.335974643423138,4.912195,0.046742209631728,5.0675673,0.160056657223796,1.0209672021028027,0.7618014651212841,0.012401253061810998,0.0
2022,D.Prescott,DAL,429,50.2916238301299,75.1384811707419,0.07931487,0.06553763431908993,0.013777235680910063,0.0349650349650349,0.0466200466200466,7.785024154589372,4.643678,0.045,4.6957746,0.1666666666666666,0.45894372267053524,-1.3016881774603444,0.5000894382639733,0.0
2023,D.Prescott,DAL,658,75.1384811707419,37.400891950670996,0.20698561,0.03859893397406825,0.16838667602593174,0.0136778115501519,0.0592705167173252,7.256735340729001,4.787805,0.0584795321637426,4.7733645,0.0643274853801169,1.5723667109526742,0.6607078013187667,0.0417847706268574,0.0
2024,D.Prescott,DAL,313,37.400891950670996,63.71187408288241,-0.054609317,0.06271484385799458,-0.11732416085799457,0.0255591054313099,0.0670926517571885,7.390879478827362,5.0756755,0.0553129548762736,5.1005025,0.1033478893740902,-0.6096912679408705,-0.4378416758004288,0.19231715221041562,0.0
2025,D.Prescott,DAL,656,63.71187408288241,,0.1720386,0.08863928122490904,0.08339931877509098,0.0152439024390243,0.0472560975609756,7.6380952380952385,5.0024753,0.0453879941434846,5.0095468,0.1156661786237188,1.016127510888924,0.6286861555057482,0.5057744121688348,0.0
2023,D.Ridder,ATL,439,42.36586484021174,,-0.06653593,0.03254402161114972,-0.09907995161114971,0.0273348519362186,0.0706150341685649,7.578571428571428,4.9076304,0.0664451827242525,5.4097857,0.1910299003322259,-0.3568519155571457,-0.4024021625502731,0.3966442923888852,0.0
2018,D.Watson,HOU,620,63.94691872071243,63.86623000381588,0.111722715,-0.07962670063639471,0.1913494156363947,0.014516129032258,0.1,7.685053380782918,5.0811596,0.0998389694041868,5.0811596,0.0611916264090177,0.3986986052224058,-0.10113287898553103,0.12108478250533147,0.0
2019,D.Watson,HOU,581,63.86623000381588,71.7738945321294,0.15258642,-0.002168353258159207,0.1547547732581592,0.0206540447504302,0.0757314974182444,8.215613382899628,5.021021,0.0777777777777777,5.092958,0.0285714285714285,0.7914924503437953,-0.2720641831572177,0.657502276802944,0.0
2020,D.Watson,HOU,657,71.7738945321294,30.3171156076099,0.21538043,-0.007242250852574322,0.22262268085257433,0.0106544901065449,0.0745814307458143,8.13781512605042,5.102094,0.0757575757575757,5.0939946,0.1212121212121212,1.073463276742962,0.4601108196830955,1.0584038613359914,0.0
2022,D.Watson,CLE,200,30.3171156076099,41.798984638383985,-0.10266553,-0.014023498860654196,-0.08864203113934581,0.025,0.1,6.462765957446808,5.353535,0.0715447154471544,4.7552238,0.1317073170731707,-1.1073646817469833,-1.3080006853006907,-0.8019910188262891,0.0
2023,D.Watson,CLE,204,41.798984638383985,28.063352609788307,-0.09589737,0.043127193671160594,-0.1390245636711606,0.0196078431372549,0.0833333333333333,8.518716577540108,4.752381,0.0646551724137931,5.2197185,0.0689655172413793,-0.5551375104034565,-0.09625158678272078,1.3541081592157107,0.0
2024,D.Watson,CLE,271,28.063352609788307,,-0.20652537,-0.09103853483135596,-0.11548683516864405,0.011070110701107,0.1217712177121771,6.276,4.3357663,0.0857142857142857,4.3316455,0.1805194805194805,-1.7134336537864243,-0.42064550114446175,-0.9589718758330862,0.0
2018,E.Manning,NYG,631,47.1018152287257,41.11829662695591,0.036256082,0.04022539412900722,-0.003969312129007217,0.0174326465927099,0.0744849445324881,6.74481658692185,5.6894736,0.073667711598746,5.7591624,0.1003134796238244,-0.12753171425913612,0.11777625408383924,-0.7302991465850489,0.0
2019,E.Manning,NYG,153,41.11829662695591,,-0.04374758,0.01866493149452291,-0.06241251149452291,0.0326797385620915,0.0326797385620915,7.888157894736842,4.5824175,0.063049853372434,4.805851,0.1173020527859237,-0.6869397911916254,-0.23578833244226982,0.2396837674353403,0.0
2023,E.Stick,LAC,196,38.45350281858761,,-0.13072865,0.04803198100327157,-0.17876063100327158,0.0051020408163265,0.0714285714285714,6.438502673796791,5.207207,0.0601398601398601,5.2811737,0.1748251748251748,-0.7335434374299485,1.0306941475634723,-0.7469895870583202,0.0
2019,G.Minshew,JAX,225,46.85952737648854,51.02371272526325,-0.005238696,0.052974760581441176,-0.05821345658144118,0.0088888888888888,0.0622222222222222,7.598086124401914,5.330645,0.0608695652173913,5.197802,0.0797101449275362,-0.36439352920731294,0.7478792185345464,0.05073370209157447,0.0
2023,G.Minshew,IND,548,51.02371272526325,27.90441545339828,-0.0010819974,0.039412526083921894,-0.04049452348392189,0.0164233576642335,0.0620437956204379,6.791271347248577,5.134426,0.0632716049382716,5.247887,0.1466049382716049,0.1358100020835316,0.43938232486325157,-0.38999801943196144,0.0
2024,G.Minshew,LV,344,27.90441545339828,,-0.12015997,0.0025945546284461447,-0.12275452462844615,0.0290697674418604,0.0843023255813953,5.54954954954955,5.413793,0.0711237553342816,5.0268292,0.1337126600284495,-1.1046746834273002,-0.9999115211005009,-1.4893613810075148,0.0
2019,G.Minshew II,JAX,332,43.16107307260259,55.633384125732825,-0.010483671,0.052974760581441176,-0.06345843158144118,0.0120481927710843,0.0572289156626506,6.322147651006712,5.3975153,0.0608695652173913,5.197802,0.0797101449275362,-0.40641124838868803,0.6375583055731097,-1.294276154167962,0.0
2020,G.Minshew II,JAX,254,55.633384125732825,,0.060449824,-0.0019765780349473364,0.062426402034947336,0.0078740157480314,0.0669291338582677,7.345833333333333,4.8248177,0.063400576368876,4.382429,0.0806916426512968,-0.04646110588380977,0.8885068559798175,0.06741682464415705,0.0
2022,G.Smith,SEA,652,56.99700010422454,58.065736308479586,0.03852744,-0.035153863866956105,0.07368130386695611,0.0168711656441717,0.0705521472392638,6.964458804523425,4.461153,0.0704441041347626,4.461153,0.1944869831546707,0.1407550434072814,0.19197018719067738,-0.4080450612695529,0.0
2023,G.Smith,SEA,548,58.065736308479586,50.52082960032722,0.07723233,0.06139217166511586,0.01584015833488414,0.0164233576642335,0.0565693430656934,6.628787878787879,5.3065014,0.0598425196850393,5.4420485,0.1496062992125984,0.6803419411262717,0.523871237852854,-0.532723163983333,0.0
2024,G.Smith,SEA,653,50.52082960032722,29.684817060808278,0.032246504,-0.031632168412539984,0.06387867241253999,0.0229709035222052,0.0765696784073506,6.356120826709062,5.240786,0.0802377414561664,5.181598,0.2362555720653789,-0.010615719631160352,-0.4294519205191186,-0.7562310012633001,0.0
2025,G.Smith,LV,521,29.684817060808278,,-0.12966287,-0.09601428141290466,-0.03364858858709535,0.0326295585412667,0.1055662188099808,5.493041749502982,5.6721854,0.1066666666666666,5.3117647,0.1166666666666666,-1.2642150158513887,-1.660024630396189,-1.6370101042696106,0.0
2018,J.Allen,BUF,395,45.27196596879382,43.099377873391745,-0.022531874,0.013338566486548964,-0.035870440486548964,0.030379746835443,0.070886075949367,10.083333333333334,5.4345236,0.0686767169179229,5.014815,0.1072026800670016,-0.5972893434459019,-0.7690743515294737,2.5792822008716945,0.0
2019,J.Allen,BUF,440,43.099377873391745,74.1729567190004,-0.03586118,0.010409244542584732,-0.04627042454258473,0.0204545454545454,0.0795454545454545,8.428927680798004,4.9439254,0.0672268907563025,5.026756,0.173109243697479,-0.6670020064177976,-0.33147745164496695,0.8718588471241858,0.0
2020,J.Allen,BUF,628,74.1729567190004,63.488624165208165,0.28654373,0.09112804453246764,0.19541568546753235,0.0159235668789808,0.0414012738853503,8.108514190317194,4.7247477,0.0413476263399693,4.746341,0.0826952526799387,1.6362581848634454,0.7126568821260173,0.9562788921440194,0.0
2021,J.Allen,BUF,675,63.488624165208165,77.44581277099454,0.15192443,0.06958211136591137,0.08234231863408863,0.0222222222222222,0.0385185185185185,7.748019017432647,4.2679043,0.0368349249658935,4.221687,0.1336971350613915,0.87227283481885,0.458137282240749,0.47899987434452407,0.0
2022,J.Allen,BUF,651,77.44581277099454,65.80933413219677,0.21747623,0.039138002389850934,0.17833822761014906,0.021505376344086,0.0506912442396313,8.715,4.4233985,0.0501519756838905,4.4127426,0.1139817629179331,1.638527794952633,0.09256074697932076,1.4606912478212293,0.0
2023,J.Allen,BUF,652,65.80933413219677,73.73018439344293,0.16673814,0.117480183856462,0.049257956143538006,0.0276073619631901,0.0368098159509202,8.312913907284768,5.1246753,0.0368098159509202,5.1246753,0.1625766871165644,1.2912240711333212,0.10160467066013329,1.1975082164414583,0.0
2024,J.Allen,BUF,541,73.73018439344293,58.625599720620464,0.30517513,0.259255082859244,0.04592004714075604,0.011090573012939,0.0258780036968576,8.092555331991951,6.5081434,0.0241796200345423,6.6231003,0.0466321243523316,2.009320135097638,1.3343924344054958,1.0531041541789874,0.0
2025,J.Allen,BUF,554,58.625599720620464,,0.1611285,0.07624805046935182,0.08488044953064819,0.0180505415162454,0.0722021660649819,6.638339920948616,5.9467087,0.0674536256323777,5.9098835,0.0455311973018549,0.8912546584828376,-0.035467631849726344,-0.3935553487299905,0.0
2019,J.Brissett,IND,504,46.89583662210229,39.942184843925794,0.017629847,0.08933098810487936,-0.07170114110487935,0.0119047619047619,0.0535714285714285,7.510593220338983,5.584559,0.0553633217993079,5.4592834,0.0536332179930795,-0.1830022007084076,0.7162611986003753,-0.0017592888523337072,0.0
2021,J.Brissett,MIA,257,39.942184843925794,65.30517476993752,-0.08368136,0.005632673689381435,-0.08931403368938143,0.0155642023346303,0.0739299610894941,6.979508196721311,3.6028368,0.0581395348837209,4.3044553,0.1220930232558139,-0.7886984779895011,0.07704299426517675,-0.8055056372971818,0.0
2022,J.Brissett,CLE,414,65.30517476993752,32.407427511467716,0.075824134,-0.014023498860654196,0.0898476328606542,0.0144927536231884,0.0579710144927536,8.235294117647058,4.504237,0.0715447154471544,4.7552238,0.1317073170731707,0.48013545517911593,0.7126058770472645,0.959920469712422,0.0
2024,J.Brissett,NE,188,32.407427511467716,49.17245403532102,-0.1669037,-0.030760013939756352,-0.13614368606024363,0.0053191489361702,0.0957446808510638,6.106145251396648,4.5578947,0.081377151799687,4.9590645,0.1001564945226917,-1.3790112030520758,0.46044186105201224,-1.087201085281797,0.0
2025,J.Brissett,ARI,552,49.17245403532102,,-0.0011176191,-0.027494652694928866,0.026377033594928864,0.0144927536231884,0.0778985507246376,6.975471698113208,4.9428573,0.0788770053475935,4.943794,0.1323529411764706,-0.2564934414861037,0.09844904260853649,-0.19804240815443372,0.0
2023,J.Browning,CIN,284,57.7468521681826,,0.11950204,0.046455092905064096,0.07304694709493591,0.0246478873239436,0.0845070422535211,5.798507462686567,6.48538,0.0719424460431654,5.6380954,0.0417266187050359,0.9031356426372192,-0.44208636041265875,-1.2151119596795998,0.0
